1,1.664,-0.97474,0.69106,-2.8947,-4.3278,-0.34533,2.9882,-2.909,-0.95962,3.289
1,4.2523,3.0596,1.3534,-0.85988,1.221,-1.1938,2.2258,0.40988,-1.8535,0.22179
1,1.7861,3.1811,-2.8475,-1.5006,0.66793,1.6087,0.54742,-0.74574,7.3125,-3.4873
1,3.4508,-0.31542,-2.4644,-0.80221,2.1532,1.7712,-3.8857,1.6265,0.85626,2.1047
-1,3.3686,-4.8843,2.5837,-1.4384,-1.509,-1.7583,0.43622,-0.70323,0.73689,-1.5585
1,3.3511,0.3437,-2.2492,0.41703,-0.23182,2.1555,-1.3658,1.8518,1.0035,3.5709
-1,-0.13406,2.7346,-0.42781,1.7952,-2.4952,-0.92598,0.083361,1.2152,-1.6575,-0.91827
-1,-2.3596,5.3824,-1.5277,-0.40901,-3.4712,-2.1533,0.092729,-1.6636,0.64292,2.1868
1,-0.81046,2.2921,2.3053,3.536,1.2221,0.092245,3.9828,1.4363,-0.16189,-0.85477
-1,-0.43563,-0.50582,-1.5785,-0.064281,1.1941,-0.2059,-2.0678,-1.2208,1.0111,1.5159
-1,1.5185,-1.619,-0.98972,-2.5068,-0.77738,-2.0785,-2.3383,1.4691,-3.9761,-0.54084
1,1.2638,-0.015845,0.44651,0.67522,6.0376,-1.2288,1.1863,-2.343,1.9908,1.4679
1,1.9907,-0.80141,-0.85335,1.7773,1.0109,3.1131,1.6749,5.2918,2.973,-2.6888
1,-2.9864,-0.95522,-2.5697,-0.56364,2.3089,2.4567,-1.3189,2.6719,1.18,-0.27561
1,1.6243,2.7563,-0.62938,-0.047571,0.34984,-0.73251,0.96007,0.99408,2.5441,0.17713
-1,-1.5274,-0.16672,-0.20244,-0.88367,5.1819,-0.70684,0.12071,-1.3074,-0.015792,-0.73931
1,0.14894,0.51602,-0.58826,0.58086,5.3821,2.412,1.575,-1.8678,1.3712,2.2596
-1,-4.5397,0.53876,5.2681,-1.9422,-2.1935,2.6931,-3.0748,-0.92448,0.7195,-0.68491
-1,-0.2091,0.19705,-1.0172,-0.033424,-2.2202,-4.1271,2.1723,-3.9095,-1.0581,3.2393
-1,-4.5191,0.28012,1.9893,3.5838,-0.15353,-0.48283,-4.0733,0.53357,-1.592,-1.5287
-1,0.64958,-0.31804,-1.222,-2.4504,0.20389,-1.7501,-1.5662,0.7743,2.5704,-0.73243
1,0.32082,-0.95683,0.024468,-1.9883,-1.7974,-0.77959,2.7994,-1.5419,-0.93891,2.8188
-1,-2.0535,1.1747,-1.6422,-0.11896,0.43593,1.2998,-0.36315,-1.3355,-0.43979,2.3577
1,3.8264,0.65091,2.2393,-1.6592,0.57411,2.2963,0.17216,-0.7674,-2.4496,3.4967
-1,0.42371,1.5625,3.3426,-0.32726,-1.6368,-0.15246,-3.3403,-1.9454,0.30854,-0.35831
1,3.3928,1.5426,0.33457,0.87255,0.6344,0.52241,-0.074278,-1.7974,1.5533,0.48693
-1,-2.2556,-1.442,-0.58345,-1.8303,0.42065,0.17822,-2.0736,3.6869,-4.0038,-0.93227
-1,1.6686,3.35,-2.1007,-1.2195,3.5749,0.69926,-1.9033,0.57126,-3.1635,-3.1339
1,1.1724,-3.6739,-0.76196,2.4008,-1.8455,4.6264,2.3244,-3.249,1.9703,-2.9598
1,-2.2654,3.841,2.0259,4.0617,2.5067,0.54459,3.0791,-3.4026,1.0335,-0.87039
1,0.11874,2.239,3.2069,-0.982,-1.8926,-0.42696,1.4585,-0.29095,-0.18533,1.4692
-1,-1.3664,1.8045,1.372,-0.48583,3.5891,-3.6703,2.9238,-0.056937,-2.5379,0.61107
-1,-2.361,4.7949,1.2538,-3.7981,-1.5042,-0.017426,-0.93672,1.0252,-3.891,2.0453
-1,-3.2132,-2.2011,-1.5157,5.0938,-0.87275,2.6907,-2.025,-0.20394,3.1475,-1.057
1,1.5757,1.6376,0.99968,-1.9387,-0.6481,1.2059,-0.74848,-0.81789,3.8975,1.4444
1,0.68688,-1.867,1.0974,-3.3627,1.5423,1.3005,0.38479,3.1231,-1.586,3.6342
-1,-0.0507,-1.0247,3.2749,-3.7522,-2.3218,-0.13971,2.6361,1.0818,0.93451,-0.8599
-1,-6.3381,-3.2321,0.14819,0.0032285,2.2764,1.0562,1.6293,0.81202,-0.70868,0.92408
1,1.2651,-0.81192,0.57506,1.7802,-0.61082,-1.6471,3.9454,-1.6027,5.9643,0.28253
-1,-1.628,-1.2352,-1.7387,0.67827,-0.62555,-0.80886,-0.29936,1.4826,1.858,-1.5294
-1,-3.12,-2.3591,-1.9981,-1.367,-2.5548,-1.3023,0.46711,1.2405,0.10063,1.2369
1,-1.7622,-1.2145,-0.7628,-1.6154,-0.71641,-0.31764,-2.2722,3.6623,2.6739,2.7369
1,1.8024,-1.6158,0.81725,0.23724,0.99679,3.2192,-1.1757,2.1483,1.133,1.0172
-1,-0.30135,-2.6114,-0.8544,-1.798,-0.71899,3.5673,-3.1245,-1.4136,1.8991,-2.4787
-1,2.3725,1.3573,2.0977,3.2832,1.8052,-3.7356,0.15647,1.696,-5.8048,-1.4107
-1,-0.26893,-0.11193,2.5181,-0.89502,-0.902,-0.7775,-0.5683,-3.8004,1.6101,0.028443
1,0.53361,-0.054204,-1.2834,0.23728,3.9045,0.87405,-0.031413,2.9476,1.5461,-0.46192
-1,-1.0667,-1.3104,-1.1172,-3.52,-0.84487,-1.8678,7.6964,-3.0737,-0.44312,-1.4054
1,-0.30427,0.58092,2.5459,2.9183,-1.4954,0.27147,-1.1066,-1.6297,2.5617,2.7534
-1,-0.31521,0.018008,-1.4589,0.98335,-1.999,-3.4126,2.1862,0.86311,0.10329,1.8001
1,-0.26033,-2.1417,2.5552,-4.3982,0.25429,4.5528,-2.7555,0.012996,-1.2504,3.3498
1,-0.11627,0.93029,-0.75669,-0.43604,4.0818,1.7312,3.4646,-0.098566,0.19635,1.8238
1,1.0261,-1.4459,-1.7873,-0.16506,0.74762,0.60158,0.68269,3.6353,3.2921,2.5154
1,-0.16073,1.6785,-3.7059,1.0048,-2.0775,-2.5615,-1.1325,3.6042,3.1561,0.85968
1,4.0005,1.3188,-1.2961,0.12933,-0.13854,-0.21008,2.6557,0.37824,-3.3876,3.8123
1,1.1454,3.0715,0.82457,0.47767,3.4882,-3.2109,-1.461,0.96967,-3.2382,0.7413
-1,1.1468,-0.40986,-0.65704,-2.0382,-1.0516,1.1077,0.7624,-2.1197,0.82606,-0.90223
-1,-2.5474,-2.615,-1.9941,1.0165,-2.9927,-2.0436,-0.29131,-4.621,-1.4089,4.0308
-1,0.37329,1.0504,2.8307,-5.9058,-2.2837,-4.0874,3.3195,-1.5604,-0.10848,-0.4954
1,-1.183,-0.14825,1.8209,-0.41588,-0.37401,-2.7503,1.8354,5.3293,-1.3978,1.2173
1,4.3835,2.8643,0.98078,3.0789,-3.7719,0.16944,3.4547,-1.8063,-2.3866,-1.759
-1,-1.7797,0.50616,-0.92298,0.64411,-0.93807,1.235,-1.023,0.70522,0.96058,-2.677
1,1.5314,0.58448,2.3716,2.1151,3.7042,1.1855,2.3932,-1.1837,2.6196,3.2719
1,-1.2218,-0.64142,3.746,0.57532,-4.6738,4.826,-1.2477,3.728,-0.62801,1.1288
1,3.5613,-0.10661,-4.6829,-0.072304,0.25927,0.47975,0.49002,0.50918,-0.31158,-1.335
-1,-3.0651,2.8197,-1.6495,-2.6308,1.6787,-0.94266,2.2671,2.7057,-4.0677,1.619
1,3.0669,1.7976,1.6809,1.2247,0.97528,2.6125,0.42343,2.838,-1.9294,2.6266
1,-0.069298,3.2314,-2.4327,-0.84484,-2.0004,0.12047,1.1742,-3.1731,-2.5621,4.0479
1,1.4156,0.78016,-3.4628,-2.2604,1.1819,-0.57607,2.2131,3.6296,-5.0676,2.1567
1,-0.63525,-1.5605,2.2006,-2.479,-0.07766,1.5192,3.204,1.4766,-1.5501,3.7317
1,0.82734,0.74072,1.0112,-2.679,0.96716,3.8465,2.2518,-0.66633,-1.1669,-3.9937
1,1.6772,-1.2105,-1.8105,1.4107,0.73342,0.058091,1.6352,1.3958,-1.9009,-2.6016
-1,-0.37372,2.7695,0.73085,-1.9051,-0.60136,-4.7057,-0.90609,-3.0125,-0.65561,-1.9237
-1,-0.46586,-2.9037,-0.46537,-0.1758,-0.34426,-1.9854,-1.3371,1.612,0.5475,-2.5597
1,-0.98368,0.68885,0.18679,4.7143,-2.5625,2.2481,-1.5375,2.3958,2.8387,-0.084753
-1,-0.30926,0.57125,3.6574,-2.1449,1.5453,-1.3198,0.5502,-1.086,-1.4552,-3.6905
-1,2.8899,-2.2387,1.7325,-0.88084,1.0498,0.90379,-2.4471,-0.28224,-2.3351,-1.4611
1,0.35248,-1.3945,-2.1108,-3.9038,-0.6351,2.8571,2.6813,-0.44453,0.90494,-0.42931
-1,-1.3219,0.5398,-0.53248,1.3954,1.7002,-0.53584,-1.292,-2.3532,0.86376,0.63095
1,0.97781,3.2684,1.9254,-1.1517,1.0695,1.2691,1.634,-0.019349,1.7556,0.33971
-1,-0.93282,2.1966,-2.4571,-2.6142,0.79645,-0.5453,0.56861,0.22818,3.9037,-2.8851
-1,-2.4479,3.6998,-1.0958,-1.0272,0.20825,1.1016,-1.4839,0.13609,-3.2376,0.60648
1,-1.0906,-0.02439,-0.2938,1.7005,3.1619,2.7887,-1.3303,1.8042,-1.0818,0.17142
-1,-3.3898,-0.47748,-0.94857,0.82116,-0.68891,0.94529,2.1402,1.8979,0.39919,0.99939
-1,-1.5871,-1.5664,-3.0386,0.70653,-0.058231,-0.88443,0.13063,-1.4788,-2.8173,1.5228
1,0.46388,-0.59201,1.4072,-4.0075,0.66658,-0.024609,-0.33727,1.113,3.407,1.4644
1,2.3735,-2.6136,0.78063,0.14008,-0.34737,-0.5907,1.0124,1.3416,1.0167,1.3138
-1,0.52509,-0.82161,-0.68021,-0.11088,-2.0546,-0.51925,0.50191,0.21629,-0.66263,0.1326
-1,-1.0094,-0.98475,-0.093628,0.27149,-0.55226,0.015009,-0.53004,-2.7091,3.8361,-0.70413
-1,0.81541,0.60698,1.1241,0.42691,0.91448,0.7651,-0.25811,-2.8897,-2.1157,-0.48464
1,3.1555,1.6768,0.90311,0.22474,1.0328,0.4185,1.3604,-4.0796,-1.1783,0.82235
-1,-0.84407,0.54536,2.5546,-1.6363,2.4983,1.1405,-0.48148,-0.4179,-4.3092,1.6045
1,2.9539,1.6801,-2.2278,-0.99096,-1.9451,-3.0012,-1.3569,2.235,0.39298,-0.84177
1,2.2679,-1.341,1.8814,-1.5008,0.45717,1.4947,-1.4023,2.2375,2.5013,1.3209
-1,-0.97862,0.5847,2.824,-0.032891,-2.8852,-0.18892,-1.9422,1.4698,0.074718,-3.0904
1,-0.43247,2.6962,1.5249,1.1065,-3.182,-1.2276,2.1288,1.0381,-0.25642,1.1853
-1,0.79423,-2.1241,-0.85363,-4.3134,3.153,-2.5215,-1.3589,0.92264,-1.5979,0.1031
1,-1.468,0.27213,-0.12915,2.4338,-1.7672,2.3374,-0.39321,2.4001,-0.59323,3.3307
1,-0.11293,0.25331,-2.9374,0.30541,-1.81,1.3622,0.14304,-1.0607,3.1704,-0.54058
-1,-1.5735,-0.24857,0.41981,-1.4978,-2.1415,-2.8421,-0.2367,-1.7035,-0.67255,0.57242
1,2.1268,2.3997,-0.12663,1.2779,-3.6504,0.97591,0.52692,-0.7126,1.6084,-1.8972
1,1.0181,-0.78352,-3.653,1.4271,0.18358,-2.5101,-0.40744,-0.025198,-0.29395,1.6696
-1,-1.0243,2.314,1.8548,-1.7459,0.080502,-0.060503,-1.6015,-0.19428,-0.41525,-2.7499
1,4.6417,0.72728,0.11021,2.0085,-3.8487,3.7255,-6.1887,-1.6427,-0.0011208,-3.7359
-1,-1.4886,2.7213,0.19815,0.90639,0.21017,1.4797,-0.45781,-2.8126,1.5006,-1.5493
-1,-1.7141,-3.1952,-0.48498,3.952,0.17061,-2.3133,-0.9124,-0.04558,1.1806,-2.5191
1,0.41893,5.9098,-0.43815,0.017987,-0.76604,-2.0196,1.1826,0.95983,-0.45711,0.76431
1,-0.98628,-1.0683,0.47387,-3.6897,3.0005,1.3906,-0.66573,-1.6033,0.65263,4.371
-1,0.66452,-2.3996,3.3806,-1.5289,-1.7552,-0.5172,-0.70461,-0.64379,-1.355,-2.7013
1,0.93657,0.62875,-0.94759,1.7727,5.1343,-0.2397,-2.4178,0.58178,3.009,3.1835
1,0.76396,-0.35068,-4.0598,4.0136,0.22108,-0.82402,0.37168,2.4671,-0.13943,0.71387
1,2.4695,-2.1049,-1.0828,-0.08046,1.5191,-0.57963,-2.5482,2.4471,-1.4335,-0.96163
1,2.4078,1.9417,0.46742,-0.027848,-3.4455,-1.5607,-0.26727,0.050265,0.53814,-0.11006
-1,-0.3759,0.033336,-1.9051,-0.29492,-1.9524,0.87682,0.34649,-2.6239,-1.1021,2.1716
1,-1.947,3.4993,1.2797,-2.6321,3.2367,-3.9771,1.8157,0.96359,0.90596,3.8697
1,-1.6469,0.77348,-0.095256,-1.2152,-3.4361,2.2699,0.93833,1.0665,2.1566,-0.49727
-1,0.71425,1.4951,0.45937,2.8465,-2.5559,0.71078,-2.0418,-2.4882,-1.6944,1.4109
1,-2.4525,2.2731,0.48751,-1.6608,2.2085,-1.1514,-0.76114,0.63707,-0.16924,3.352
1,-1.0902,2.8882,0.89415,1.0728,-0.6971,2.3682,0.41167,0.26486,-1.0458,1.8797
-1,-2.7243,-1.5837,1.3259,1.171,-0.43399,-1.3916,-3.0904,7.287,-1.5369,-0.42292
-1,-1.5009,0.39579,-0.29061,-3.4936,-3.1201,-1.1666,3.059,-0.90777,1.1413,1.3603
1,2.4023,1.6521,1.2406,1.133,0.4522,4.679,1.1703,-0.49816,-0.71708,2.693
-1,1.6027,-1.0906,-0.40007,-1.8381,-0.8266,0.32896,-1.2754,-1.1567,-2.1152,0.74558
-1,-0.40289,-2.9107,0.94075,1.7092,-2.7385,-1.9526,-1.4315,-5.9034,0.3289,1.3843
1,2.536,3.6036,-1.613,-2.7558,-1.3547,2.5893,0.84153,-1.319,-3.1294,1.6985
-1,-0.52195,-2.2504,0.75792,-0.87365,0.91496,-1.7007,2.2303,-1.6339,0.23166,-1.1291
1,1.6801,-0.87492,2.6705,-2.0993,2.711,0.53177,0.736,-2.108,0.62957,3.5693
1,1.8826,-0.79145,1.4367,-1.2975,-0.35575,2.2068,0.089433,1.7348,-0.7925,-1.0783
-1,2.6364,-1.0382,-0.014429,0.95269,-0.62838,-1.8403,-1.8141,-3.0585,-0.36648,-0.94521
1,-0.88515,0.26333,0.39759,0.82139,-4.8273,-1.7926,0.4681,3.2213,2.1146,0.17179
1,-1.7203,2.0208,0.50824,2.1851,-0.055225,-0.80098,0.54994,-0.57486,4.304,-0.40614
-1,-1.0049,-2.3999,0.17173,-3.4588,2.9729,2.2299,-0.2353,-1.9857,2.5555,-1.6424
-1,0.22204,0.40705,-1.201,-0.92457,1.6676,0.46261,2.3793,0.6249,-3.6799,-2.5512
-1,-0.14908,2.4138,1.48,-1.9425,-0.056154,-2.1614,-1.9124,0.78282,-0.89754,-1.5582
1,-2.6519,4.7706,-0.72284,1.5025,0.83806,3.1262,1.9338,0.19328,-1.9141,2.9412
-1,1.6067,-3.0743,-2.5481,1.209,-0.50721,-2.9552,0.87907,-1.6424,-1.5423,-0.87521
-1,-3.8285,-0.21698,-2.1581,0.99666,0.49424,0.28682,0.33316,-0.22824,-0.37496,-1.3031
1,3.3344,2.5819,2.7334,0.87188,-1.9466,-1.115,-0.19039,0.33148,0.69377,-1.6016
-1,0.61905,-1.2613,-0.51828,2.1287,0.94076,-0.5064,-3.7533,-0.91224,-1.3527,-0.90363
1,0.98745,1.6934,-4.625,3.4829,1.4433,-3.3412,0.96954,2.0006,2.2481,0.37059
1,0.41314,1.7065,6.1866,-0.60708,1.1672,-4.3772,1.8248,0.95258,-0.49327,2.0861
-1,-0.2921,4.3617,-0.11457,0.10517,-2.765,-1.0029,1.2267,-2.7664,-0.65533,1.4571
-1,-0.10898,-3.0899,0.77045,-1.9972,-1.4913,-1.7516,0.22938,0.5935,-3.4486,-2.8415
1,-0.67398,-2.8226,3.8142,1.9424,-0.33394,-1.8905,0.038489,2.1565,0.50031,1.1723
-1,-0.14352,0.94846,-1.033,-5.2069,-0.012493,-3.3305,5.8403,1.666,0.74565,-0.78763
1,2.6965,0.20476,3.1428,-0.4742,-0.71993,1.3109,1.9233,-0.66256,2.3258,0.049512
1,-0.46677,-0.85427,1.7487,2.3145,2.1674,-0.07969,-0.50442,2.1973,-0.74439,-1.4247
-1,-1.9838,2.421,2.4394,-0.018954,-0.58473,1.199,-1.1916,-0.74158,-0.261,-0.90112
-1,-1.4101,2.72,3.1405,-4.304,0.79825,-0.70659,-3.3265,-0.44562,-2.0677,0.11806
1,0.32988,0.99041,3.754,-2.4333,0.59215,4.3966,3.7795,-0.41318,-1.7595,3.2889
-1,-0.099134,-0.52751,-0.49479,-1.3986,0.023298,-2.4136,-2.175,-1.4063,1.5505,-0.85031
1,0.0089309,1.1391,-2.9194,-0.81897,1.1128,1.3054,-2.1446,-0.041672,0.87268,3.471
1,1.1693,1.4122,0.41588,-5.2835,-1.5201,4.8619,-0.29704,3.1504,3.6765,1.3825
1,1.6701,4.6798,1.0132,1.0672,-0.76816,-0.85018,-1.7573,-0.55764,3.3784,-1.3187
-1,2.6901,-1.6853,-1.6004,-0.079896,2.817,-2.3124,-4.9065,-0.95645,-0.37687,-2.5969
-1,-1.0233,-1.4275,1.5805,0.49467,2.2781,-1.7643,0.09766,-2.7078,-0.5916,-0.17663
1,-1.1466,1.579,1.5875,0.79456,1.5739,0.93172,0.18101,1.2634,0.50025,2.57
1,2.2346,-1.1725,-1.5548,-0.49529,-0.92185,-2.3148,-2.0855,3.8826,2.6684,1.0472
-1,-2.1078,0.60575,-1.9577,-0.14917,2.547,-1.9948,0.83009,1.2579,0.4674,-2.2364
1,0.50815,1.2059,1.5986,-1.5051,-1.216,-0.73224,2.8624,-0.46506,3.9933,1.8793
-1,-1.0269,-1.1466,1.367,3.0618,-3.0196,1.7076,-2.5427,0.14379,1.5463,-1.7466
-1,-4.6348,1.6844,-4.0758,1.5864,-1.3926,-0.30842,-1.6997,2.1408,-2.9261,-0.17819
1,5.496,-0.95707,-0.80524,3.1024,3.357,-2.4509,0.18362,1.0677,-0.74281,-1.1261
-1,-3.2291,0.70103,2.2654,0.73621,0.66836,4.0873,-1.0834,-2.1812,-0.049904,-2.8694
-1,-1.0273,3.1949,-1.5162,-4.4828,-2.2727,-2.8251,0.56533,-0.032897,-0.030107,1.2653
1,2.9092,-1.6866,2.0944,1.0734,-1.2045,1.4136,3.1438,3.69,-2.0212,-2.7751
1,-0.99797,-1.2561,-1.483,-1.7019,-1.0843,4.0281,0.78057,-1.9775,2.1653,1.5694
-1,1.1382,0.1977,-0.88581,-1.0005,-1.8547,-1.5823,-4.4114,1.3004,-1.5194,0.31831
-1,-1.3874,0.1755,1.4847,0.66389,-0.36902,-3.6745,-0.27723,0.43113,-1.5991,-2.5157
1,0.22062,3.7892,-1.0432,4.3362,0.83493,-0.45968,-0.53711,-0.71556,0.20201,-2.7541
-1,-1.6998,-2.5651,-0.26949,-0.14644,0.86756,-0.55993,-0.6935,-3.8794,2.7121,-4.1024
1,4.337,-1.3184,-2.2788,1.1261,2.631,1.9583,0.93035,-0.096178,-1.5082,-0.18421
-1,-0.069481,0.12036,1.7098,-1.1943,2.2026,0.29971,-2.7078,1.2665,1.8898,-2.825
-1,-0.33898,1.7445,-1.4385,-0.033132,-1.2841,-2.359,-0.27486,-3.3981,-0.84512,-0.043273
-1,-0.28892,0.673,-1.5508,2.6793,0.42548,3.2065,-4.2841,-1.8968,0.43323,-2.1911
1,1.6911,-4.9971,-1.6838,2.1764,-2.3257,0.70391,2.0512,3.2298,-0.72738,4.5318
-1,-0.95691,3.2146,-3.465,-2.4123,-3.0945,-4.5858,1.058,0.869,0.60273,0.4389
-1,-3.9135,2.4092,-1.793,0.82051,1.0934,0.40684,1.4561,0.25201,0.96395,-1.6041
-1,-2.433,-0.9258,-1.9568,0.87446,-0.68271,0.40496,0.88143,1.1786,0.23332,-0.34677
-1,-1.0565,-3.2895,-0.13808,-0.97499,0.83405,1.2369,-1.048,-2.2624,0.93058,-0.46363
-1,2.7389,1.8701,-0.20859,-3.3878,0.49303,-1.3624,-0.87429,-1.1438,-1.8263,-2.611
1,-0.056945,-0.46932,3.046,-1.2303,-1.5553,0.36843,1.7086,2.5961,-1.0239,-0.63215
1,0.60687,-0.047285,-1.1357,1.3285,0.24591,1.6184,-0.41724,1.4992,1.4421,-0.50001
-1,-2.6215,0.89516,-0.14057,2.3799,-0.50856,0.77688,-0.12427,-1.1599,-0.04848,0.91911
-1,-0.53963,-1.0464,1.3009,-1.8099,-2.759,0.22149,-2.3288,-3.0548,0.20816,1.1101
-1,-1.1805,0.87042,-2.7082,0.0038343,-2.3198,-1.8877,-1.8412,-4.5968,1.4488,-3.4872
-1,-0.060107,0.65055,-1.8351,-0.072141,4.3298,2.0303,-0.8638,-1.4458,-0.55754,-1.9173
-1,1.0162,-0.71785,-4.9495,2.7256,0.37181,1.7142,-0.52838,-1.0536,-1.1597,-4.797
1,1.1179,4.7841,0.19066,1.1478,2.3597,0.61348,2.136,2.7191,-2.2359,1.14
1,2.2932,0.11049,0.65121,1.7581,2.2898,0.23652,1.1595,-3.3058,1.1981,-3.1303
